@relation posture

@attribute tweet String
@attribute class {Anti-Roseanne,Pro-Roseanne,UncNeut}

@data
"Think of all the jobs lost because of Roseanne's racism. https://t.co/epBhjtJOyn",Anti-Roseanne
"peeps",UncNeut
"Waiting for Trump to comment on Roseanne cancellation, using the word, 'SAD.'",Anti-Roseanne
" therealroseanne Don't do that.",Anti-Roseanne
" Aryss1 washingtonpost It's weird. I watched the new shows. The writing was funny. And so many liberals worked on... https://t.co/vvcxZfKDub",Pro-Roseanne
" therealroseanne In the opinion of most people I know, it's more important how you say things than what you say. I... https://t.co/I78c1rPOJ7",UncNeut
" therealroseanne .  nytopinion always sucking up only to get kicked in the teeth. Embarrassing.",Anti-Roseanne
" therealroseanne I'm so bummed to here about the show being cancelled. I guess if you aren't for Globalist everythi... https://t.co/GbGTitvjQt",Pro-Roseanne
" therealroseanne No, dont",UncNeut
"To My Sisters, We don't need to give therealroseanne anymore of our time our light work has been handled! Thank yo... https://t.co/GEK6dWfxqM",Anti-Roseanne
" therealroseanne Glad your show got canned. Racist twit",Anti-Roseanne
"GoodRiddance",Anti-Roseanne
" ben_techpro therealroseanne I just canceled ABC",Pro-Roseanne
"Where's the fake outrage from the LEFT over Joy Reid being a raging homophobe?  Bill Maher Roseanne https://t.co/2PU4N2XIBX",Pro-Roseanne
"ABC cancels 'Roseanne' after show's star compared Obama adviser to 'ape' - https://t.co/D4uYoBRxig",UncNeut
" UcheNwaeze1 therealroseanne ABC yes!!!",Anti-Roseanne
"ABC just announced they are canceling the ROSEANNE show",UncNeut
" SuzanneCook0511 you have electricity? i thought all rednecks lived out in the woods ala deliverance..you lose as does that racist Roseanne",Anti-Roseanne
"Why tf would Roseanne tweet that mess...",Anti-Roseanne
" MemeEngineNo_9 therealroseanne Poor incel, even more frustrated and impotent than usual",UncNeut
" gmworboys Amandam2941Lynn GardenGuy82 overthewall1630 soonerrick BethB1213 therealroseanne ABCNetwork... https://t.co/Xx3BEIxveI",UncNeut
" soonerrick BethB1213 therealroseanne ABCNetwork What were you saying??!",UncNeut
"Roseanne",UncNeut
" whatadaydanny netflix Admit Roseanne made a stupid, ill advised joke.",Anti-Roseanne
"Roseanne canceled by ABC Racist ? How many clues did you need? I'm just saying she literally dressed as Hitler and... https://t.co/tLkFtTz8gk",Anti-Roseanne
" 1Romans58 VP therealroseanne How about, they can BOTH be wrong?",UncNeut
"SOCIAL MEDIA...you gotta love it! https://t.co/OFBb9OQsNm",UncNeut
"Bye Roseanne     how selfish is she? Now the whole cast are screwed because of her awful and ignorant comment. Dumba... https://t.co/bpA6LMAvWq",Anti-Roseanne
"ABC Cancels 'Roseanne' After Racist Twitter Rant From Its Star https://t.co/O0SOIRkEkE",UncNeut
"ABC cancels 'Roseanne' after Barr's racist tweet https://t.co/IHKTAU0lLQ via CBSNewsEnt",UncNeut
" Honeybelle7 TheTweetOfGod realDonaldTrump therealroseanne Could you provide the context that makes them ok? I... https://t.co/mdNiMitICl",UncNeut
" AJTheManChild Roseanne also dressed up as Hitler and was photographed with burnt gingerbread men. The fact that he... https://t.co/g2vgvEjGTC",Anti-Roseanne
" TheDailyShow It's too bad they can't just fire Roseanne, and keep the rest of the cast. She's obnoxious anyway.",Anti-Roseanne
" therealroseanne You are too smart for all this!!! WTF is going on!!??",Pro-Roseanne
" therealroseanne Jeez. I missed the racist part. I thought it was just a funny joke.",Pro-Roseanne
" TomArnold iamwandasykes MSNBC Again. Talking about Roseanne, not Wanda Sykes....",UncNeut
" andygh26 Milliron681 soonerrick debralynnsmith3 therealroseanne Yep that's the look of intelligence right ther... https://t.co/0iwTpH0qVK",UncNeut
" irritatedwoman instapundit therealroseanne TheView now that's really an excellent question.",UncNeut
" therealroseanne",UncNeut
"ABC drops Roseanne show after racist tweet https://t.co/JlsQtZq9KG",UncNeut
" therealroseanne I love your show.. we know what's going on. Be strong. Americans love you",Pro-Roseanne
" therealroseanne You were not born yesterday. You had to know how bad this would go. You are sorry because you ar... https://t.co/pMGyL5Rj9H",Anti-Roseanne
"Love to hear constitutional scholars on social media opine about the First Amendment and how it means Roseanne shou... https://t.co/OC6VKlPfev",UncNeut
"Roseanne",UncNeut
" irritatedwoman RealMattCouch ABCNetwork therealroseanne I agree they were waiting for an excise or had this planned already....",Pro-Roseanne
"So Roseanne got canceled... I mean https://t.co/XAtz5oWhnr",UncNeut
" realmikepacker Sarah_G_Barker EdKrassen therealroseanne Again, it will be okay snowflake",Pro-Roseanne
"Shoutout to ABC &amp; Disney for acting appropriately and swiftly in canceling therealroseanne show. Her disgraceful... https://t.co/5doMlxtEnZ",Anti-Roseanne
"ABC cancels 'Roseanne' after star's racist Twitter rant https://t.co/DzbxssZTNM",UncNeut
" therealroseanne therealroseanne do not give into these Twitter trolls. We need your voice. Keep speaking out.... https://t.co/e70T6hvgu0",Pro-Roseanne
"The Roseanne reboot was trash anyway. I'm pretty sure we aren't missing anything with it being canceled.",Anti-Roseanne
"Abc finally canceling Roseanne...that's God's work",Anti-Roseanne
"Roseanne",UncNeut
" josephmcclung81 FoxNews therealroseanne Honest question: why?",UncNeut
"Roseanne is cancelled. Good job. Now let's make sure we get Agent Orange cancelled.",Anti-Roseanne
"Nobody liked Roseanne anywaysss",Anti-Roseanne
"Watch therealroseanne go from bully to victim in 5 minutes flat",Anti-Roseanne
"roseanne",UncNeut
" realDonaldTrump So does this mean you're going to take a break from golfing trips and Twitter tirades for the next... https://t.co/i2OjcO1eYF",UncNeut
" therealroseanne Hey! You're a racist cunt. Always were.",Anti-Roseanne
" OliverMcGee RyanAFournier ABC therealroseanne I don't stand with her comment, but I stand with the right to apologize and move on.",Anti-Roseanne
" emilynussbaum yea sure they altered the headline when the wind turned into a hurricane, and was just silly to venn... https://t.co/ls5Z8r5JnD",UncNeut
"LOL therealroseanne",UncNeut
"So, Byeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee... https://t.co/LUd8LRh5z8",Anti-Roseanne
"BREAKING: ABC Cancels 'Roseanne' https://t.co/uthHExT3SZ",UncNeut
" therealroseanne WAIT...ITS JUST COMEDY RIGHT? NO DIFFERENT THAN THAT COMEDIAN WHO SAID THINGS ABOUT SARAH SANDER... https://t.co/tc4eAhHzUG",Pro-Roseanne
"Accountability Coming Out of Her Well to Cancel Roseanne",UncNeut
"TwitterLostAndFound",UncNeut
" carmine_marotto TC_resistance therealroseanne Really? What did Michelle Wolf say that was racist? Don't both rep... https://t.co/jYJf63oUlj",UncNeut
"Roseanne https://t.co/C5ZM3KqsAI",UncNeut
" TheTweetwit therealroseanne ABC https://t.co/ofxLn4tLMu",UncNeut
"Roseanne group chat with all the cast members probably on fire right now.",UncNeut
" therealroseanne Nooooo don't leave Twitter",Pro-Roseanne
"ABC canceled Roseanne hours after the hit sitcom's star, Roseanne Barr, posted a racist comment on Twitter about... https://t.co/IP7wWw3kpK",UncNeut
"ABC cancels Roseanne reboot after star's 'bad joke' about Obama aide | CBC News https://t.co/Oli51z6IEn https://t.co/QDS6arBjcg",UncNeut
"Roseanne .. yeah she's canceled .",Anti-Roseanne
" therealroseanne I really enjoy your tweets! Thanks for speaking up for the silent majority. Love your new show.... https://t.co/jM6Ed5PAs1",Pro-Roseanne
"Roseanne",UncNeut
" therealroseanne You reep what you sow! Good riddance trash!",Anti-Roseanne
"Roseanne has provided us with all the 'I'm offended' heroin we need for at LEAST two days!",Pro-Roseanne
" therealroseanne Fuck you, you racist!!!",Anti-Roseanne
"Roseanne Barr compares black Obama aide Valerie Jarrett to an ape - and later apologizes https://t.co/h0YA9ppVvA",UncNeut
"ABC cancels 'Roseanne' following star's racist tweet https://t.co/1PXph9bsMk",UncNeut
"Jah neh kulit therealroseanne",UncNeut
"lastmanonearth",UncNeut
"ABC cancels 'Roseanne' after star's 'abhorrent' tweet https://t.co/cQE24muc2W",UncNeut
" therealroseanne this is what hate gets you. I loved the show and I hate that your ignorance has taken that away fr... https://t.co/y6lye9Nnsa",Anti-Roseanne
"Yessssss!!!! Roseanne' Canceled at ABC Following Racist Tweet - The Hollywood Reporter https://t.co/Qz0SZ5rsR8",Anti-Roseanne
"https://t.co/ortMzAGKwU",UncNeut
" therealroseanne Ahahahahahahahahahahaha go and royally fuck yourself you wanker. This is why free speech is vital... https://t.co/i1XQNftaqZ",Anti-Roseanne
" HardballChris hardball headline: Roseanne BARRED!",UncNeut
" nicwil75 DaddyFems JakeSherman therealroseanne michelle is a dude... Michael ... barry soetoro loves cock",UncNeut
" RealJamesWoods therealroseanne Lol. You're such an idiot! Btw, your movies suck!",Anti-Roseanne
"Drove me nuts any time I brought up the Trading Spaces revival and all people could respond with was 'Oh yeah, and... https://t.co/wBXaWgiHKt",UncNeut
"ABC cancels 'Roseanne' after show's star compared Obama adviser to 'ape' https://t.co/WeQZhhiO14",UncNeut
"Roseanne",UncNeut
"Roseanne' canceled at ABC after racist tweet https://t.co/Q5SrHp2eJb via crainschicago",UncNeut
"It never occurred to her that her costars would also lose their jobs. Selfish racist! https://t.co/7JcvGkp0i8",Anti-Roseanne
"Roseanne",UncNeut
" TheTweetOfGod realDonaldTrump therealroseanne 666 minutes, obviously",UncNeut
" ColsonBrad rickygervais therealroseanne Jokes have punchlines, what she made is an observation from a warped, ra... https://t.co/08QkkkbFhb",Anti-Roseanne
" JackPosobiec realDonaldTrump therealroseanne Hope FOX picks this show also, Air Last Man Standing and Roseanne b... https://t.co/ESxLigZNoh",Pro-Roseanne
"Roseanne just took food out of those poor actors' mouths. They were probably all happy to be making money again, an... https://t.co/CjuXkqRNjf",Anti-Roseanne
" UnDreadPirate Amandam2941Lynn GardenGuy82 overthewall1630 soonerrick BethB1213 therealroseanne ABCNetwork https://t.co/mHiALAB5fu",UncNeut
" zzzack15Zach Live pic of Roseanne's cobbing?",UncNeut
" therealroseanne  HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA! Sucks to be you.",Anti-Roseanne
" therealroseanne Buh bye POS!",Anti-Roseanne
"Good. https://t.co/shS51h6Wt3",Anti-Roseanne
"Roseanne' Cancellation: Hollywood Responds With Applause https://t.co/Xz2uyRQAMc https://t.co/DWSVfwOXY3",Anti-Roseanne
" themitchellfink RealAlexJones therealroseanne he is too busy searching for the lizard people https://t.co/Azu0glnxt7",UncNeut
" NickGiammusso therealroseanne ????",UncNeut
" frederickscior1 therealroseanne So much hatred.",UncNeut
" therealroseanne LOL",UncNeut
"Bye Bye therealroseanne. Also, how about this for disrespecting the anthem. https://t.co/UYOohwufYQ",Anti-Roseanne
" realDonaldTrump:Roseanne is a PATRIOT, and, although she sang The national anthem like a tone-deaf marble-mouth w... https://t.co/5cIfKXBpUd",Pro-Roseanne
" ABC you have no morals, ask Tim Allen , he &amp; we know who &amp; what you hypocrites are Fox pick up Roseanne your ratings will ZOAR so high!",Pro-Roseanne
"https://t.co/DTun9eRkb9",UncNeut
" forthe_wall TwitterMoments You're a idiot go help therealroseanne pack her bags",Anti-Roseanne
" RealAlexJones therealroseanne Hows the lawsuits against you going Alex? You know, the parents of the children mas... https://t.co/9Eg1J7nxoU",UncNeut
" rial_rocks therealroseanne Who is Valerie? Nobody on the street probably knows or cares.",UncNeut
"Roseanne",UncNeut
"canceled",UncNeut
"NBC News: ABC cancels 'Roseanne' after show's star compared Obama adviser to 'ape' https://t.co/MdFFhb4TZk",UncNeut
" Bonn1eGreer ABC therealroseanne distractedfilm Best news of the day what an awful woman Barr is",Anti-Roseanne
" realLibertyTom therealroseanne They won. Decent people won.",Anti-Roseanne
" cln0103 Roseanne apparently forgot that the president of ABC Entertainment is a black woman.",Anti-Roseanne
"ABC cancels the series 'Roseanne' after a racist tweet of its protagonist | TV https://t.co/hQJvZfK5MD https://t.co/2TRSwZvbzO",UncNeut
" mjfree therealroseanne realDonaldTrump Yes",UncNeut
"roseanne",UncNeut
" therealroseanne WHAT ARE YOU WAITING??? BE GONE!!! You will NEVER HAVE ANOTHER JOB EVER AGAIN!!!!  You COST YOU... https://t.co/XdZSJrshhi",Anti-Roseanne
"ABC has canceled 'Roseanne' after Roseanne, went on a vitriolic and racist Twitter rampage - The Washington Post https://t.co/hhRDL9mI7f",UncNeut
"Good for ABC!! I'll allow you to fill that spot with NBCTimeless a show dedicated to diversity and without a rac... https://t.co/ZjDesT3wSZ",Anti-Roseanne
"ABC Cancels 'Roseanne' After Racist Tweets https://t.co/TihYqK0e0a",UncNeut
" ChuckNASCAR FOXTV RoseanneOnABC ABCNetwork therealroseanne this outrages is so disingenuous and thin skinned. Unflippin' believable.",Pro-Roseanne
" therealroseanne Then fucking leave. You don't need to tell us about it. You just lost your show and I hope we neve... https://t.co/dCdcJOYlQd",Anti-Roseanne
" Sarahnator83 She's a truly awful person. I feel for the people who lost their job because of her racist vitriol. I... https://t.co/4OXc4Otd8o",Anti-Roseanne
" RealTrumpLady POTUS therealroseanne No you're right!",Pro-Roseanne
" RadioBizBody GeriMonsen1 briantidwell09 IrishBelle_1 LauraLorio JoeNBC ABC therealroseanne Nope. Blatant, u... https://t.co/OkzHnkugIE",UncNeut
" therealroseanne we are with you!!!! Off to Fox you go.... don't let the show just die we love it!!!",Pro-Roseanne
"news",UncNeut
"dinosaurs' &amp; 'i didn't know i was pregnant'='roseanne'",UncNeut
"ABC has cancelled Roseanne after the star's racist Twitter rant.  Roseanne did Nazi that coming!",Anti-Roseanne
"Abc should be applauded for cancelling Roseanne, but the fact is they where able to overlook her twitter and give t... https://t.co/bgdo8Z8etn",Anti-Roseanne
"Roseanne' canceled after star's racist Twitter rant https://t.co/6aKZOlOKw3",UncNeut
" USAHotLips realDonaldTrump therealroseanne therealroseanne Take a few days off -- a week or so even. But please come back.",Pro-Roseanne
" profitdog MarkDice therealroseanne HAHAHA!",Anti-Roseanne
" TheGoodGodAbove Top_Sergeant therealroseanne She blocked God? Whoa",UncNeut
" therealroseanne https://t.co/CvDsyIoZmW",UncNeut
" therealroseanne I did Nazi that coming",Anti-Roseanne
"So lucky to be linked to Disney and ABCNetwork as they take on racism today. Bye, therealroseanne. Don't let the... https://t.co/wKOR702RD0",Anti-Roseanne
"Isn't Roseanne Barr Jewish? Has she ever heard the KKK talking about Jews and using that same derogatory and dehuma... https://t.co/LDVCzeOGgT",Anti-Roseanne
" rtenews I will just leave this here. She sounds like a true patriot. Roseanne has been stupid for tweeting whilst... https://t.co/R6E478XYj2",Pro-Roseanne
"What Roseanne Barr did was particularly troubling. But more troubling is the fact that she made Valerie Jarrett loo... https://t.co/NOaDLkuWIr",Anti-Roseanne
" symmo1969 DJSeanHaley SQLKohai DonCheadle RoseanneOnABC therealroseanne Speech is also conduct, and there's a... https://t.co/rzK4Z4ul1B",UncNeut
"You can't support therealroseanne for freedom of speech if you hate on Kaepernick7 for it. It doesn't work like that.",Anti-Roseanne
" therealroseanne Boycott Abc !!",Pro-Roseanne
" ezralevant therealroseanne IS NAME IS NOT TOMMY, HE JUST THINKS IT SOUNDS BETTER THAN STEPHEN, WHAT A PRICK",UncNeut
" drhoyer1 KTHopkins realKDilan therealroseanne She doesnt need to. Her racist bigoted comments got her show canc... https://t.co/SY3LEnZcQa",Anti-Roseanne
" therealroseanne You didn't threaten anybody you didn't cause anybody any bodily harm I listen to them call each ot... https://t.co/H90wtkAvi7",Pro-Roseanne
" JimRitchells24 Milliron681 andygh26 soonerrick debralynnsmith3 therealroseanne Does it even occur to you that... https://t.co/bOgV7kCdjR",UncNeut
" therealroseanne Leave. Now. https://t.co/qWV0Ua1EIy",Anti-Roseanne
". therealroseanne had her show cancelled for her racist, hateful statements and tweets. Her employer, ABCNetwork,... https://t.co/IoXorv0s8T",UncNeut
"billcosby",UncNeut
"https://t.co/sR7KDJmwLb",UncNeut
" FoxNews dailybriefing Roseanne branded all Trumpets with her show. Can't undo that!!",Anti-Roseanne
" WLouT2 therealroseanne POTUS BestBrownsFan starcrosswolf John_KissMyBot grizz_meister Q_101_X AppSame... https://t.co/6qttngujsM",UncNeut
" therealroseanne Sell the show to another network.",Pro-Roseanne
" TheTweetOfGod realDonaldTrump therealroseanne What time is fox and friends on? Cause I reckon around the time of... https://t.co/t0ycmr29JF",UncNeut
" therealroseanne AHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAH... https://t.co/M3DUMav74b",Anti-Roseanne
" ABCNetwork Just to let you know that we are no longer watching your network again. The only program we watched on... https://t.co/nYvz5SAeGi",Pro-Roseanne
"Roseanne is cancelled. Her offensive and sick comments not only took food of her mouth but all people involved. She... https://t.co/91TektWbMX",Anti-Roseanne
"Folks that applauded the NFL's decision to target player protests should start defending Roseanne Barr any second n... https://t.co/VoTB23SVIA",Anti-Roseanne
" djgeorgeff brianstelter BrookeBCNN CNN Two wrongs don't make a right. Roseanne tweeted a racist joke, and cance... https://t.co/5WhDIiD37l",Anti-Roseanne
"Roseanne' Canceled at ABC Following Racist Tweet https://t.co/Yf3C6z8YYz via thr",UncNeut
" RobertWJones From what I understand a writer had already bailed and Wanda Sykes was out the door. ABC's move might... https://t.co/6ZJYKoNCS8",UncNeut
" LisaMei62 therealroseanne Q also said be careful who you follow~ we were used by the deepstate for Roseanne show... https://t.co/1FQkvXigHc",UncNeut
"ABC Pulls the Plug on 'Roseanne' https://t.co/tZ4Mt1BCrK https://t.co/31E5vDLYgt",UncNeut
" therealroseanne And this is what your support of Trump has done. Your view on politics has cost the jobs of your c... https://t.co/T7QsikYY9d",Anti-Roseanne
" MelissaNathoo In all honesty Melissa, Roseanne has always been a closet racist. 100% redneck who no doubt would ha... https://t.co/ftQmGnSVAi",Anti-Roseanne
"Roseanne",UncNeut
" therealroseanne Plz dont succumb to the lefts threats. You are playing right into their hands. Take a couple days... https://t.co/Ljoiczl4Ll",Pro-Roseanne
" bikemerc1 Gavin_McInnes therealroseanne W?",UncNeut
" ShaunKing I think she's trying to be politically correct. Roseanne dig her own grave with no respect for her co- w... https://t.co/xlMkgQ4umH",Anti-Roseanne
"BADKHARMA",UncNeut
"Roseanne",UncNeut
"everyone, myself included, has been tweeting about Roseanne, so I'm tweeting this link because it made me laugh har... https://t.co/TuTniyB9ke",UncNeut
" therealroseanne Don't apologize for being your true racist self now we see you",Anti-Roseanne
" CNN Roseanne career = over in a ball of shame while respect gone so sad",Anti-Roseanne
"ABC Cancels 'Roseanne' Following Backlash Over Star's Racist Tweets https://t.co/4UcSMmIGt4",UncNeut
"Roseanne' Canceled by ABC After Roseanne Barr's 'Repugnant' Comments, Network President Says https://t.co/Sby8J8dYEF",UncNeut
"Roseanne",UncNeut
" therealroseanne The hope the entire cast and crew sue your ass into the poorhouse.",Anti-Roseanne
"https://t.co/cjUXuD5M0Q https://t.co/cjUXuD5M0Q",UncNeut
"ABC cancels 'Roseanne' after star's racist Twitter rant - CNNMoney https://t.co/6CJkmNFyfn",UncNeut
" therealroseanne btw, apologizing for a 'bad joke'   apologizing for being a racist etho-nationalist.",Anti-Roseanne
" GAD58 therealroseanne I watched once for the same reason.",UncNeut
" HatamotoRokudan 1charlieprince puffballsgirl therealroseanne I'm not Don JR ... I don't think elephants make good umbrellas",UncNeut
"Watch RealMattCouch's broadcast: Breaking News ABC cancels Roseanne LIVE America First Media Group https://t.co/hf1GiGNsQw",UncNeut
"Roseanne",UncNeut
" therealroseanne we love you",Pro-Roseanne
" BethB1213 therealroseanne ABCNetwork Their work is already done.",UncNeut
"ABC cancels 'Roseanne' after 'abhorrent, repugnant' racist tweet from the show's star https://t.co/1NcdTnvuIV",UncNeut
"Roseanne' Canceled by ABC after Racist Tweet via TMZ https://t.co/5NpvgBjfnx https://t.co/6dLrGJD0ZA",UncNeut
"Roseanne",UncNeut
"I loved the Roseanne reboot but.... Her personal views got in the way. And it shouldn't. We should be able to separ... https://t.co/NMnDTAKQjX",Anti-Roseanne
"Life moves pretty fast. https://t.co/N0nzuLChAS",UncNeut
" ShomahKhoobi MonizGilchrist FoxNews therealroseanne Sorry but I don't need",UncNeut
" therealroseanne I'm sure that clown-ass president has a place for you.",Anti-Roseanne
"Wanda Sykes quits 'Roseanne' before ABC cancels show https://t.co/nQUuUMBCNZ",UncNeut
" therealroseanne RoseanneOnABC https://t.co/7E1w8Gr1V3",UncNeut
" TurtlesgaloreMR ClayTravis KeithOlbermann realDonaldTrump espn therealroseanne You might want to delete this... https://t.co/V88teACubm",UncNeut
"what did roseanne do?",UncNeut
"Roseanne",UncNeut
" crw_93renee therealroseanne gdberry911 https://t.co/cG6KhYbOns",UncNeut
" CNN NO DON'T CANCEL IT  THE PRESIDENT SAYS WHATEVER THE HELL HE WANTS AND HE STILL HAS A JOB!!!!!! I LOVE ROSEAN... https://t.co/CYIyojRou8",Pro-Roseanne
" seektruthbooboo therealroseanne https://t.co/VGJH4aZUQo",UncNeut
" SykesCharlie mitchellreports Joy Ann Reid repeatedly and intentionally published bigoted ideas over long periods... https://t.co/BLqMVFBVPF",UncNeut
" LadyBabs07 therealroseanne ABC Talent? LOL - she has a bad attitude and a foul, hateful mouth. It speaks volumes... https://t.co/hFt10SyQpq",Anti-Roseanne
"And so, well DONE! Obnoxious is not tolerated in this house!    ABC cancels Roseanne following star's controversial... https://t.co/raY6oBskZb",Anti-Roseanne
"That Was Fast! 'Roseanne' Canceled By ABC After Racist Tweet, Won't Return for Season 11 | https://t.co/2bidfK6R6I https://t.co/E72tRVaadk",UncNeut
" ava wasnt she just defending Roseanne last month though? i'm glad she took a stand, but Roseanne has been deplorab... https://t.co/AYMUh4aDNZ",Anti-Roseanne
" kennyscott1952 ElderLansing therealroseanne I think Roseanne was the only thing I watched on ABC so boycotting won't be difficult for me.",Pro-Roseanne
"the other thing about this therealroseanne racist tweet: why did she pick ValerieJarrett's name out of the air? V... https://t.co/gUezEOVYTU",UncNeut
" therealroseanne I support Roseanne! I think 'planet of the apes' was talking about mentality, not race... and the... https://t.co/eI78ZrifaJ",Pro-Roseanne
"Dang Roseanne's TV show reboot was cancelled over 1 tweet. Life a bitch. ABC",UncNeut
" rolandsmartin therealroseanne RoseanneOnABC Homegirl was having NONE of it. NONE.",UncNeut
" mitchellvii I thought about doing something similar with your picture, except I don't want to sink into the swamp... https://t.co/cqd65Eaa3h",UncNeut
"ABC cancels 'Roseanne' reboot after star's offensive statements https://t.co/rsnXDcI3nv",UncNeut
"Roseanne",UncNeut
" therealroseanne I love your honest show!!",Pro-Roseanne
"Yay! We are better than this! Goodbye Roseanne. Goodbye racism in America! https://t.co/nhCF9UAkhO",Anti-Roseanne
" TC_resistance therealroseanne Steven Colbert still on CBS",UncNeut
" KayaJones therealroseanne You're so right very dark woman. I support you I like what you have to say because I lo... https://t.co/gMQeifIoCx",Pro-Roseanne
" mojopo therealroseanne ChelseaClinton OpenSociety Reality is often stranger than fiction.",UncNeut
" therealroseanne Your simpled minded racist views just cost so many people their jobs",Anti-Roseanne
" therealroseanne People make mistakes Roseanne ! Still love ya and hope your show get pick up on another station. How about Netflix?",Pro-Roseanne
"The thought of Roseanne running for office intruded into my brain and it's making my entire soul hurt right now. (... https://t.co/YVORJuSlWq",Anti-Roseanne
" nicwil75 DaddyFems JakeSherman therealroseanne I mean, if you are counting the years between 2008 and 2016, sure.",UncNeut
"ABC should kill Roseanne Conner off, and do a The Hogan Family with the rest of the cast. Imagine a show that's not marketed to assholes-",Anti-Roseanne
"Oh boy.. just saw your tweet. Damn Roseanne! Can't keep getting chances dumb ass",Anti-Roseanne
" JTMYVA therealroseanne Didn't you LOVE when Rosanne grabbed her crotch and spit while singing the National Anthem... https://t.co/VObv1BdZiI",Anti-Roseanne
"Also Roseanne should have never been allowed back on TV in the first place 'cause she's been garbage. So many other... https://t.co/7WkjSShove",Anti-Roseanne
" REALBASEDBLONDE therealroseanne POTUS realDonaldTrump These is nothing touching about trump! He's a fraud and g... https://t.co/9smT8vt1sf",Anti-Roseanne
" THEsaragilbert You are right, on all counts, however, Roseanne should have had enough respect for you &amp; the entire... https://t.co/B52s0pE6Va",Anti-Roseanne
" therealroseanne ChelseaClinton OpenSociety Oh, and real apologies, FYI, are because you are sorry, not to make a... https://t.co/NUWy5Tbesb",Anti-Roseanne
"Roseanne",UncNeut
"ABC announces it's cancelling 'Roseanne' after star's racist tirade: report https://t.co/p9tYcw2IhF",UncNeut
"ABC Cancels 'Roseanne' Reboot After Barr's Tweet About Obama Aide https://t.co/Tz4VkTXeQM",UncNeut
"Roseanne",UncNeut
" NBCNews I understand abc's canceling roseanne, racism is wrong! BUT where was the outrage when Joy Reid made her tweets?!?",Anti-Roseanne
"ABC cancels 'Roseanne' in light of 'Planet of the Apes' tweet - NewsChannel 5 Nashville http://news/national/rosean... https://t.co/fAuIDm2A1B",UncNeut
"Roseanne",UncNeut
"Lol  Roseanne",UncNeut
" countrygal279 CaughtYa164 lisa_lucius therealroseanne Can you post a clip of someone on the View espousing horrendously racist views?",UncNeut
" DonnaDo89792101 normalsusan THEsaragilbert therealroseanne ABC uses a train? That works for me too. I do not ca... https://t.co/rij8Lvit8l",UncNeut
"ABC cancels 'Roseanne' after 'abhorrent, repugnant' racist tweet from the show's star https://t.co/2eGU0ABLPV",UncNeut
"Roseanne just dented Potus amazing Unemployment Record.. bitch just put hundreds out of work...",Anti-Roseanne
"Roseanne",UncNeut
"FaultLines",UncNeut
"ABC cancels 'Roseanne' after star's racist Twitter rant - CNN Money https://t.co/hQlq9ZCx78",UncNeut
" therealroseanne didn't know you were a nazi!",Anti-Roseanne
"Y'all Roseanne is a bad cookie",Anti-Roseanne
" chrisb_writer andygh26 Milliron681 soonerrick debralynnsmith3 therealroseanne Prostitute? What an assine uned... https://t.co/firNuz3No6",UncNeut
"THR: 'Roseanne' Canceled at ABC Following Valerie Jarrett Tweet https://t.co/wYEOyqZtcB (BB)",UncNeut
"Kill Roseanne off on the show and Call 'the Connors' or Give them all jobs",Anti-Roseanne
" therealroseanne Enough is enough. Cya.",Anti-Roseanne
"It's crazy Roseanne got cancelled for an innocent joke. These companies always bow down to snowflakes pressure. Lib... https://t.co/TutiVJa0Fh",Pro-Roseanne
"She is from Utah so.. https://t.co/8MBIrxT95U",UncNeut
" therealroseanne Before you make fun of someone else looks better take a good look of yourself And please don't le... https://t.co/Qe7msmmb99",Anti-Roseanne
"Wow! Even though I liked the Roseanne reboot and watched the episodes, I'm happy about ABC's decision.",Anti-Roseanne
"ah, I see Roseanne has joined the 'destroy your career on Twitter' club.",Anti-Roseanne
"Glimpse into the future: The Roseanne Show - proudly brought to you by your friends at Fox.",Anti-Roseanne
" shondarhimes Roseanne's racism is not something new! ABC and Dungey making the decision to give her the reboot sho... https://t.co/DeHucZL390",Anti-Roseanne
" ReneeCarrollAZ therealroseanne Just more snowflake politically correct nonsense. The tweet was correct and funny too.",Pro-Roseanne
"https://t.co/woVfT7tNC5",UncNeut
"Roseanne",UncNeut
"_   _     _",UncNeut
" therealroseanne https://t.co/yC4XhG4qgP",UncNeut
" therealroseanne The joke was not about her looks but about her race. You are abhorrent.",Anti-Roseanne
" Coffeesnob65T Alice_ShouHiro ChuckNASCAR alwhite1591 RoseanneOnABC POTUS therealroseanne they are one in the... https://t.co/cd4zhrVY7C",UncNeut
"AFP",UncNeut
" therealroseanne you have always been gross! glad ur cancelled.",Anti-Roseanne
" oh_cocobeann He's a St. Louis native, I've seen him at a couple places here, always friendly. He co-owns a place c... https://t.co/DbvULx7cE1",UncNeut
" TheRealHublife therealroseanne Yet ABC promoted this                       https://t.co/7totSqUoO5",UncNeut
"Roseanne",UncNeut
